setting,n,model,metric,index,truth,estimate_mean,estimate_sd,bias,abs_bias,rmse,mae,mcse_mean,n_rep,n_obs,n_missing,source_files
high_dimensional,1000,structured_flow,latent_beta,0,,0.7593904863532371,0.04999362834762303,,,,,0.004999362834762303,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,1,,0.37653196411412715,0.09255758142667495,,,,,0.009255758142667495,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,2,,0.012168033796536932,0.06373593435531427,,,,,0.006373593435531427,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,3,,0.20759376437161195,0.05980087566228217,,,,,0.005980087566228217,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,4,,-0.18945190899695405,0.05605729175323078,,,,,0.0056057291753230775,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,5,,0.33305138649299054,0.04500625976529038,,,,,0.004500625976529038,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,6,,-0.13091623103011382,0.049360811413398674,,,,,0.004936081141339867,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,7,,0.10996739745920829,0.04733383424713828,,,,,0.004733383424713828,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,8,,-0.08268303949987844,0.05163727387846772,,,,,0.005163727387846772,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,9,,-0.004546776561251098,0.050041706179055026,,,,,0.005004170617905502,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,10,,-0.00882493929497823,0.04112130130523383,,,,,0.004112130130523383,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,11,,-0.002267977334852987,0.04533152978684609,,,,,0.004533152978684609,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,12,,-0.0003996539968675783,0.04554281592110112,,,,,0.004554281592110112,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,13,,-0.0024592237366714903,0.055015463142126665,,,,,0.005501546314212667,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,14,,0.007550347085311572,0.04956623850869611,,,,,0.004956623850869611,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,15,,-0.005332339288606869,0.05033246659722842,,,,,0.005033246659722842,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,16,,-0.01257495197040434,0.04305889405411686,,,,,0.004305889405411685,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,17,,-0.001792269880714777,0.04275619039595641,,,,,0.0042756190395956415,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,18,,-0.0007028162007752123,0.046335511344738754,,,,,0.004633551134473875,100,100,0,20
high_dimensional,1000,structured_flow,latent_beta,19,,-0.0001457467198302233,0.047282488579276936,,,,,0.004728248857927693,100,100,0,20
high_dimensional,1000,structured_flow,wasserstein_unit,1,0.70114,0.6698438470986702,0.07742288609656463,-0.03129615290132985,0.03129615290132985,0.08314932017178386,0.06684423805760993,0.007742288609656462,100,100,0,20
high_dimensional,2000,empirical,category_effect,1,-0.09181,-0.09157908988175416,0.013119233322198658,0.00023091011824583508,0.00023091011824583508,0.01305551452894037,0.010625206399358716,0.0013119233322198658,100,100,0,20
high_dimensional,2000,structured_flow,category_effect,1,-0.09181,-0.0924734775182782,0.010187931401912037,-0.0006634775182781927,0.0006634775182781927,0.010158553499629033,0.007905063719615694,0.0010187931401912037,100,100,0,20
high_dimensional,2000,ordered_probit,category_effect,1,-0.09181,-0.09252637096621594,0.007449274904615856,-0.0007163709662159498,0.0007163709662159498,0.007446473460620895,0.005723357419841813,0.0007449274904615856,100,100,0,20
high_dimensional,2000,ordered_logit,category_effect,1,-0.09181,-0.08309541037389467,0.007291313883804623,0.008714589626105343,0.008714589626105343,0.011339122449381314,0.00973244014812023,0.0007291313883804623,100,100,0,20
high_dimensional,2000,model_free_flow,category_effect,1,-0.09181,-0.0828186942735901,0.009926072667953836,0.008991305726409918,0.008991305726409918,0.013356093294417235,0.01119043405632242,0.0009926072667953835,100,100,0,20
high_dimensional,2000,empirical,cumulative_ge_effect,2,0.0918099999999999,0.09157908988175416,0.013119233322198652,-0.00023091011824574522,0.00023091011824574522,0.013055514528940363,0.01062520639935871,0.0013119233322198653,100,100,0,20
high_dimensional,2000,empirical,cumulative_ge_effect,3,0.15459,0.1551361391150626,0.017993123430056584,0.0005461391150625695,0.0005461391150625695,0.017911259972278888,0.013629316315139977,0.0017993123430056583,100,100,0,20
high_dimensional,2000,empirical,cumulative_ge_effect,4,0.2315699999999999,0.2370311051691592,0.01987615021566569,0.005461105169159302,0.005461105169159302,0.02051668597971828,0.016483769533869316,0.0019876150215665687,100,100,0,20
high_dimensional,2000,empirical,cumulative_ge_effect,5,0.2231699999999999,0.22408065178583683,0.01904593574203841,0.0009106517858369351,0.0009106517858369351,0.018972334550128662,0.015416782446308055,0.001904593574203841,100,100,0,20
high_dimensional,2000,empirical,wasserstein_unit,1,0.70114,0.707826985951813,0.04970182201240346,0.006686985951812902,0.006686985951812902,0.049902747232580785,0.040223799771769084,0.004970182201240346,100,100,0,20
high_dimensional,2000,empirical,category_effect,2,-0.06278,-0.06355704923330835,0.01221944081175043,-0.0007770492333083482,0.0007770492333083482,0.012182996015978106,0.009525321894044585,0.001221944081175043,100,100,0,20
high_dimensional,2000,structured_flow,category_effect,2,-0.06278,-0.05982915451103289,0.008558163636539546,0.0029508454889670983,0.0029508454889670983,0.009012060379360946,0.007026459918520316,0.0008558163636539545,100,100,0,20
high_dimensional,2000,ordered_logit,category_effect,2,-0.06278,-0.057569173235274294,0.005758529889128238,0.005210826764725718,0.005210826764725718,0.007744790209626425,0.006666532754635788,0.0005758529889128238,100,100,0,20
high_dimensional,2000,model_free_flow,category_effect,2,-0.06278,-0.0681244578654002,0.010069316419347392,-0.005344457865400196,0.005344457865400196,0.011355194921111995,0.009282852699683309,0.0010069316419347393,100,100,0,20
high_dimensional,2000,ordered_probit,category_effect,2,-0.06278,-0.05526509378409094,0.0056697087351029974,0.007514906215909069,0.007514906215909069,0.00939669923980772,0.008192583653913958,0.0005669708735102998,100,100,0,20
high_dimensional,2000,model_free_flow,cumulative_ge_effect,2,0.0918099999999999,0.0828186942735901,0.009926072667953837,-0.008991305726409824,0.008991305726409824,0.013356093294417169,0.011190434056322368,0.0009926072667953837,100,100,0,20
high_dimensional,2000,model_free_flow,cumulative_ge_effect,3,0.15459,0.15094315213899034,0.014855912971058456,-0.0036468478610096723,0.0036468478610096723,0.015224673002169115,0.011875922522101732,0.0014855912971058456,100,100,0,20
high_dimensional,2000,model_free_flow,cumulative_ge_effect,4,0.2315699999999999,0.24711123431440263,0.017751305463546436,0.015541234314402743,0.015541234314402743,0.02352631975508922,0.01865394325819298,0.0017751305463546436,100,100,0,20
high_dimensional,2000,model_free_flow,cumulative_ge_effect,5,0.2231699999999999,0.21738420686404947,0.01673527477947203,-0.005785793135950452,0.005785793135950452,0.01762793606571681,0.014499724455490168,0.001673527477947203,100,100,0,20
high_dimensional,2000,model_free_flow,wasserstein_unit,1,0.70114,0.6982572875910324,0.04577684442837216,-0.002882712408967413,0.002882712408967413,0.04563851796228716,0.03593120368732819,0.004577684442837216,100,100,0,20
high_dimensional,2000,structured_flow,category_effect,3,-0.0769799999999999,-0.07975268786892178,0.011476086462394572,-0.0027726878689218787,0.0027726878689218787,0.011750376713361104,0.009743771333321164,0.0011476086462394572,100,100,0,20
high_dimensional,2000,empirical,category_effect,3,-0.0769799999999999,-0.08189496605409657,0.017999330512041153,-0.004914966054096665,0.004914966054096665,0.01857129589462731,0.014394482328910796,0.0017999330512041153,100,100,0,20
high_dimensional,2000,ordered_probit,category_effect,3,-0.0769799999999999,-0.09034206082786592,0.007462863769636616,-0.013362060827866038,0.013362060827866038,0.01528666287504586,0.013691359575536022,0.0007462863769636615,100,100,0,20
high_dimensional,2000,model_free_flow,category_effect,3,-0.0769799999999999,-0.09616808217541217,0.014101202083832393,-0.019188082175412305,0.019188082175412305,0.023770527103481816,0.020123053039171973,0.0014101202083832392,100,100,0,20
high_dimensional,2000,ordered_logit,category_effect,3,-0.0769799999999999,-0.09967153701510253,0.008341413708897842,-0.022691537015102646,0.022691537015102646,0.02416173095918694,0.022746953809939106,0.0008341413708897842,100,100,0,20
high_dimensional,2000,ordered_logit,cumulative_ge_effect,2,0.0918099999999999,0.08309541037389467,0.00729131388380462,-0.008714589626105239,0.008714589626105239,0.011339122449381232,0.009732440148120152,0.0007291313883804621,100,100,0,20
high_dimensional,2000,ordered_logit,cumulative_ge_effect,3,0.15459,0.14066458360916903,0.009482978829270808,-0.013925416390830963,0.013925416390830963,0.016820964308257063,0.014611034081058412,0.0009482978829270808,100,100,0,20
high_dimensional,2000,ordered_logit,cumulative_ge_effect,4,0.2315699999999999,0.24033612062427154,0.014650547824120811,0.008766120624271671,0.008766120624271671,0.01700990995951077,0.014022788113310602,0.0014650547824120812,100,100,0,20
high_dimensional,2000,ordered_logit,cumulative_ge_effect,5,0.2231699999999999,0.2188955793256487,0.013454646597714292,-0.004274420674351219,0.004274420674351219,0.014053039244946696,0.011115464940990215,0.001345464659771429,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,0,,1.23659744333478,0.07360060536895147,,,,,0.007360060536895146,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,1,,0.5921496654495878,0.08918244481949081,,,,,0.00891824448194908,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,2,,0.03337110745890934,0.053400314624651196,,,,,0.0053400314624651194,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,3,,0.32320518482946425,0.05373014854114037,,,,,0.005373014854114037,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,4,,-0.2807609266654436,0.04746630365133869,,,,,0.004746630365133869,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,5,,0.5229379972328051,0.04202702335200115,,,,,0.004202702335200115,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,6,,-0.20486498154840327,0.04359008007514278,,,,,0.0043590080075142775,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,7,,0.16959809117352595,0.04360406985751277,,,,,0.004360406985751277,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,8,,-0.12706866950269416,0.04344622363187397,,,,,0.004344622363187397,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,9,,0.005228883432185034,0.039207063600644645,,,,,0.003920706360064465,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,10,,-0.006219447169552464,0.046415508096679256,,,,,0.004641550809667926,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,11,,-0.010351844567752335,0.044625212315356114,,,,,0.0044625212315356115,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,12,,-0.002840240609871131,0.04021586674206195,,,,,0.004021586674206195,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,13,,0.004353914723237799,0.04451753585706647,,,,,0.004451753585706647,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,14,,0.0014793529058747068,0.04592180353531206,,,,,0.0045921803535312064,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,15,,-0.008228694276054011,0.04251604070815462,,,,,0.004251604070815462,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,16,,0.005528921470540377,0.04503963666282604,,,,,0.0045039636662826035,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,17,,-0.0015020840169249847,0.04159420527976162,,,,,0.0041594205279761615,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,18,,0.0006691237399709318,0.047148975422360795,,,,,0.00471489754223608,100,100,0,20
high_dimensional,2000,ordered_logit,latent_beta,19,,-0.007392476325867469,0.04504629356331057,,,,,0.004504629356331057,100,100,0,20
high_dimensional,2000,ordered_logit,wasserstein_unit,1,0.70114,0.6829916939329843,0.04065463886482047,-0.018148306067015767,0.018148306067015767,0.04433545621417201,0.03539345684321047,0.0040654638864820476,100,100,0,20
high_dimensional,2000,structured_flow,category_effect,4,0.0084,0.010887241195991756,0.01363566488780887,0.0024872411959917574,0.0024872411959917574,0.013793419160249426,0.011067025758326163,0.001363566488780887,100,100,0,20
high_dimensional,2000,empirical,category_effect,4,0.0084,0.012950453383322331,0.022076050984103254,0.004550453383322331,0.004550453383322331,0.02243178844354566,0.01809418380367583,0.0022076050984103255,100,100,0,20
high_dimensional,2000,ordered_probit,category_effect,4,0.0084,0.01764386128930396,0.00544003454502989,0.00924386128930396,0.00924386128930396,0.010712002969963165,0.009594137990541951,0.000544003454502989,100,100,0,20
high_dimensional,2000,ordered_logit,category_effect,4,0.0084,0.02144054129862286,0.006252745472647279,0.01304054129862286,0.01304054129862286,0.014448583842278189,0.013207486588578026,0.0006252745472647279,100,100,0,20
high_dimensional,2000,model_free_flow,category_effect,4,0.0084,0.029727027450353133,0.016867955131756693,0.02132702745035313,0.02132702745035313,0.027138989131723447,0.0230345099600577,0.0016867955131756693,100,100,0,20
high_dimensional,2000,ordered_probit,cumulative_ge_effect,2,0.0918099999999999,0.09252637096621594,0.007449274904615851,0.0007163709662160451,0.0007163709662160451,0.0074464734606209,0.005723357419841819,0.000744927490461585,100,100,0,20
high_dimensional,2000,ordered_probit,cumulative_ge_effect,3,0.15459,0.1477914647503069,0.00963253655870387,-0.006798535249693089,0.006798535249693089,0.011750658896016784,0.009897466416559012,0.000963253655870387,100,100,0,20
high_dimensional,2000,ordered_probit,cumulative_ge_effect,4,0.2315699999999999,0.23813352557817294,0.014285211299887154,0.006563525578173057,0.006563525578173057,0.01565587612620039,0.01259368405640808,0.0014285211299887154,100,100,0,20
high_dimensional,2000,ordered_probit,cumulative_ge_effect,5,0.2231699999999999,0.22048966428886885,0.01314473855030162,-0.0026803357111310345,0.0026803357111310345,0.01335067449848853,0.010468941140921841,0.001314473855030162,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,0,,0.7322454200968369,0.0428464495241802,,,,,0.00428464495241802,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,1,,0.35007913481713965,0.05058018448066862,,,,,0.005058018448066862,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,2,,0.018065253439223886,0.030935228908136,,,,,0.0030935228908136,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,3,,0.18324411652734138,0.029499915232542844,,,,,0.0029499915232542844,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,4,,-0.16081390775384122,0.02643808427144724,,,,,0.002643808427144724,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,5,,0.30993490035057575,0.0240127450290859,,,,,0.00240127450290859,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,6,,-0.12194794096224777,0.025637191985605455,,,,,0.0025637191985605455,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,7,,0.1003075912211845,0.025223475596464404,,,,,0.0025223475596464406,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,8,,-0.07492159598063225,0.025624733323777224,,,,,0.0025624733323777226,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,9,,0.004179674284759672,0.02278412401216785,,,,,0.002278412401216785,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,10,,-0.0038537076231848514,0.026821889737744672,,,,,0.002682188973774467,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,11,,-0.005373763283720742,0.02560020252839383,,,,,0.002560020252839383,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,12,,-0.0026690581081596576,0.023305023305705497,,,,,0.0023305023305705496,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,13,,0.003393184257051819,0.025888621502178327,,,,,0.002588862150217833,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,14,,0.0008801208783982524,0.0271569701416214,,,,,0.00271569701416214,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,15,,-0.003901961855460489,0.024833107083512496,,,,,0.0024833107083512495,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,16,,0.0026312799051836557,0.02607661350528995,,,,,0.002607661350528995,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,17,,-0.00021821803547945732,0.023480788618656972,,,,,0.0023480788618656973,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,18,,-0.00017168707085715506,0.02761332145827956,,,,,0.002761332145827956,100,100,0,20
high_dimensional,2000,ordered_probit,latent_beta,19,,-0.004998079126463464,0.026428233495222792,,,,,0.002642823349522279,100,100,0,20
high_dimensional,2000,ordered_probit,wasserstein_unit,1,0.70114,0.6989410255835647,0.0409122004073647,-0.0021989744164352277,0.0021989744164352277,0.040766475801015535,0.03263550197155585,0.00409122004073647,100,100,0,20
high_dimensional,2000,empirical,category_effect,5,0.2231699999999999,0.22408065178583683,0.01904593574203841,0.0009106517858369351,0.0009106517858369351,0.018972334550128662,0.015416782446308055,0.001904593574203841,100,100,0,20
high_dimensional,2000,structured_flow,category_effect,5,0.2231699999999999,0.22116807870224123,0.017950526853120093,-0.002001921297758713,0.002001921297758713,0.01797239241291931,0.014590157681624185,0.0017950526853120093,100,100,0,20
high_dimensional,2000,ordered_probit,category_effect,5,0.2231699999999999,0.22048966428886885,0.01314473855030162,-0.0026803357111310345,0.0026803357111310345,0.01335067449848853,0.010468941140921841,0.001314473855030162,100,100,0,20
high_dimensional,2000,ordered_logit,category_effect,5,0.2231699999999999,0.2188955793256487,0.013454646597714292,-0.004274420674351219,0.004274420674351219,0.014053039244946696,0.011115464940990215,0.001345464659771429,100,100,0,20
high_dimensional,2000,model_free_flow,category_effect,5,0.2231699999999999,0.21738420686404947,0.01673527477947203,-0.005785793135950452,0.005785793135950452,0.01762793606571681,0.014499724455490168,0.001673527477947203,100,100,0,20
high_dimensional,2000,structured_flow,cumulative_ge_effect,2,0.0918099999999999,0.09247347751827821,0.010187931401912041,0.0006634775182782869,0.0006634775182782869,0.010158553499629044,0.007905063719615704,0.0010187931401912042,100,100,0,20
high_dimensional,2000,structured_flow,cumulative_ge_effect,3,0.15459,0.15230263202931116,0.013274811059459239,-0.0022873679706888507,0.0022873679706888507,0.013404866833021176,0.01081033033494616,0.0013274811059459238,100,100,0,20
high_dimensional,2000,structured_flow,cumulative_ge_effect,4,0.2315699999999999,0.23205531989823303,0.019021662473144366,0.0004853198982331286,0.0004853198982331286,0.0189325366027225,0.01522602646327589,0.0019021662473144366,100,100,0,20
high_dimensional,2000,structured_flow,cumulative_ge_effect,5,0.2231699999999999,0.22116807870224123,0.017950526853120093,-0.002001921297758713,0.002001921297758713,0.01797239241291931,0.014590157681624185,0.0017950526853120093,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,0,,0.7849601535886082,0.036734733423421026,,,,,0.0036734733423421026,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,1,,0.3741050361646097,0.05996265445977094,,,,,0.005996265445977094,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,2,,0.007847255483837294,0.0423686834306019,,,,,0.00423686834306019,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,3,,0.2026002072607408,0.0409117210985452,,,,,0.00409117210985452,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,4,,-0.18294771391128695,0.03669628699831414,,,,,0.003669628699831414,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,5,,0.33239041591326995,0.030353508851667276,,,,,0.0030353508851667277,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,6,,-0.13012608411091933,0.029740958246094545,,,,,0.0029740958246094545,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,7,,0.10720057093678335,0.03099675250947066,,,,,0.0030996752509470657,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,8,,-0.08159887791504306,0.030747704221432654,,,,,0.0030747704221432653,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,9,,0.0069063139329993105,0.02625825515530536,,,,,0.002625825515530536,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,10,,-0.002504663983906844,0.03156464238592723,,,,,0.003156464238592723,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,11,,-0.004285684911983075,0.029023542138011615,,,,,0.0029023542138011615,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,12,,-0.0029037516205004882,0.03074678512785681,,,,,0.003074678512785681,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,13,,0.004588489708850823,0.03108889954048624,,,,,0.003108889954048624,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,14,,-0.0003038719151253365,0.03580490024373778,,,,,0.003580490024373778,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,15,,-0.004858601766953838,0.02849393187147826,,,,,0.0028493931871478263,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,16,,0.002289186467756045,0.03047113284226629,,,,,0.003047113284226629,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,17,,-0.000442057960732834,0.02836450991136847,,,,,0.002836450991136847,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,18,,0.000269297559972832,0.031240113214941696,,,,,0.0031240113214941697,100,100,0,20
high_dimensional,2000,structured_flow,latent_beta,19,,-0.00451700577897227,0.033309154466210335,,,,,0.0033309154466210334,100,100,0,20
high_dimensional,2000,structured_flow,wasserstein_unit,1,0.70114,0.6979995081480637,0.051577039560020424,-0.003140491851936286,0.003140491851936286,0.05141450951579944,0.041288615945041,0.005157703956002043,100,100,0,20
logistic_linear,500,ordered_logit,category_effect,1,-0.04861,-0.048769994189734225,0.010267758230082975,-0.00015999418973423088,0.00015999418973423088,0.010217543179329902,0.008675148900515788,0.0010267758230082975,100,100,0,20
logistic_linear,500,structured_flow,category_effect,1,-0.04861,-0.04997252576014567,0.012405058019190828,-0.0013625257601456706,0.0013625257601456706,0.012417853528768823,0.010111873770087028,0.0012405058019190828,100,100,0,20
logistic_linear,500,model_free_flow,category_effect,1,-0.04861,-0.047091340939706454,0.020233520762859104,0.0015186590602935624,0.0015186590602935624,0.020189297515709945,0.016305747092406318,0.0020233520762859103,100,100,0,20
logistic_linear,500,empirical,category_effect,1,-0.04861,-0.044454955838820615,0.022384230248956503,0.0041550441611793885,0.0041550441611793885,0.022656293125338647,0.018449073284459237,0.0022384230248956504,100,100,0,20
logistic_linear,500,ordered_probit,category_effect,1,-0.04861,-0.05296616149169222,0.010726314916980633,-0.0043561614916922285,0.0043561614916922285,0.011527334311234367,0.00966573175593311,0.0010726314916980632,100,100,0,20
logistic_linear,500,empirical,cumulative_ge_effect,2,0.0486099999999999,0.04445495583882062,0.022384230248956503,-0.004155044161179293,0.004155044161179293,0.022656293125338633,0.018449073284459223,0.0022384230248956504,100,100,0,20
logistic_linear,500,empirical,cumulative_ge_effect,3,0.12634,0.12301877762731837,0.035172320513783814,-0.0033212223726816342,0.0033212223726816342,0.03515326054678137,0.028434066264733434,0.0035172320513783815,100,100,0,20
logistic_linear,500,empirical,cumulative_ge_effect,4,0.1802,0.17702796731203527,0.04223550460242053,-0.003172032687964722,0.003172032687964722,0.04214334184547295,0.03400523166429959,0.004223550460242053,100,100,0,20
logistic_linear,500,empirical,cumulative_ge_effect,5,0.1378899999999999,0.1263909524690617,0.04133975941396663,-0.011499047530938205,0.011499047530938205,0.0427096481540105,0.033962387165239985,0.004133975941396663,100,100,0,20
logistic_linear,500,empirical,wasserstein_unit,1,0.4930400000000001,0.4712162859435343,0.10213627398293719,-0.02182371405646575,0.02182371405646575,0.1039412082559406,0.08597658128781248,0.010213627398293719,100,100,0,20
logistic_linear,500,structured_flow,category_effect,2,-0.07773,-0.07697542474931156,0.016760196621906698,0.0007545752506884417,0.0007545752506884417,0.01669324811730403,0.013341733148145258,0.0016760196621906699,100,100,0,20
logistic_linear,500,empirical,category_effect,2,-0.07773,-0.07856382178849772,0.03163107987260986,-0.0008338217884977287,0.0008338217884977287,0.03148357064475572,0.024685921359913047,0.0031631079872609857,100,100,0,20
logistic_linear,500,ordered_logit,category_effect,2,-0.07773,-0.07683018963273675,0.01531869403899001,0.0008998103672632535,0.0008998103672632535,0.01526844530024654,0.012673621318759851,0.001531869403899001,100,100,0,20
logistic_linear,500,ordered_probit,category_effect,2,-0.07773,-0.07246638411824374,0.014569760935974852,0.005263615881756242,0.005263615881756242,0.015422736674949124,0.012866572005542247,0.0014569760935974852,100,100,0,20
logistic_linear,500,model_free_flow,category_effect,2,-0.07773,-0.08744004906683948,0.030680642249967558,-0.009710049066839494,0.009710049066839494,0.032033948299612085,0.0246953238292225,0.0030680642249967557,100,100,0,20
logistic_linear,500,model_free_flow,cumulative_ge_effect,2,0.0486099999999999,0.04709134093970644,0.020233520762859107,-0.0015186590602934672,0.0015186590602934672,0.02018929751570994,0.016305747092406314,0.0020233520762859107,100,100,0,20
logistic_linear,500,model_free_flow,cumulative_ge_effect,3,0.12634,0.13453139000654596,0.03275386800377163,0.008191390006545965,0.008191390006545965,0.033603371568277945,0.028007820184860175,0.003275386800377163,100,100,0,20
logistic_linear,500,model_free_flow,cumulative_ge_effect,4,0.1802,0.1889951497137682,0.04173695940686,0.00879514971376822,0.00879514971376822,0.0424488951706894,0.03456305035075852,0.004173695940686,100,100,0,20
logistic_linear,500,model_free_flow,cumulative_ge_effect,5,0.1378899999999999,0.1321413678594603,0.04151244733678975,-0.005748632140539608,0.005748632140539608,0.04170248460869076,0.03419987525659758,0.004151244733678975,100,100,0,20
logistic_linear,500,model_free_flow,wasserstein_unit,1,0.4930400000000001,0.5027592485194812,0.09782891818096211,0.009719248519481131,0.009719248519481131,0.09782257434721414,0.08078736467941278,0.00978289181809621,100,100,0,20
logistic_linear,500,structured_flow,category_effect,3,-0.05386,-0.05391713332393269,0.01425302352627367,-5.7133323932695714e-05,5.7133323932695714e-05,0.014181694435461838,0.011264607500008452,0.001425302352627367,100,100,0,20
logistic_linear,500,empirical,category_effect,3,-0.05386,-0.054009189684716866,0.03863590626503072,-0.00014918968471686528,0.00014918968471686528,0.03844253084739692,0.03009471344520713,0.0038635906265030717,100,100,0,20
logistic_linear,500,ordered_logit,category_effect,3,-0.05386,-0.053666172143281135,0.012073526687062644,0.00019382785671886475,0.00019382785671886475,0.01201457096340198,0.009712170691082399,0.0012073526687062645,100,100,0,20
logistic_linear,500,model_free_flow,category_effect,3,-0.05386,-0.05446375970722221,0.03602976365555268,-0.0006037597072222163,0.0006037597072222163,0.03585424599916026,0.029092023673502262,0.0036029763655552683,100,100,0,20
logistic_linear,500,ordered_probit,category_effect,3,-0.05386,-0.049749510103082796,0.01121961436603966,0.0041104898969171935,0.0041104898969171935,0.01189609500004415,0.0097254295464979,0.001121961436603966,100,100,0,20
logistic_linear,500,ordered_logit,cumulative_ge_effect,2,0.0486099999999999,0.048769994189734225,0.010267758230082974,0.00015999418973433466,0.00015999418973433466,0.010217543179329902,0.008675148900515784,0.0010267758230082973,100,100,0,20
logistic_linear,500,ordered_logit,cumulative_ge_effect,3,0.12634,0.12560018382247104,0.022182768757212857,-0.000739816177528975,0.000739816177528975,0.022083971685707998,0.018916383759359053,0.0022182768757212858,100,100,0,20
logistic_linear,500,ordered_logit,cumulative_ge_effect,4,0.1802,0.17926635596575216,0.03061561756831738,-0.0009336440342478044,0.0009336440342478044,0.030476459274024197,0.025852242386723873,0.003061561756831738,100,100,0,20
logistic_linear,500,ordered_logit,cumulative_ge_effect,5,0.1378899999999999,0.1387475431447805,0.024818952957862617,0.0008575431447806243,0.0008575431447806243,0.024709431436407272,0.020871231652047077,0.002481895295786262,100,100,0,20
logistic_linear,500,ordered_logit,latent_beta,0,,1.0020750028201697,0.17600812929129075,,,,,0.017600812929129076,100,100,0,20
logistic_linear,500,ordered_logit,latent_beta,1,,1.0325890724846327,0.17585380224137126,,,,,0.017585380224137127,100,100,0,20
logistic_linear,500,ordered_logit,latent_beta,2,,-0.9923377451893437,0.09791102777000857,,,,,0.009791102777000857,100,100,0,20
